Name-a,Name-b,jac
warung kopi,warung kopi pojok,0.6666666666666666
warung kopi,warung kopi pojok,0.6666666666666666
warung kopi,warung kopi pojok,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi juice,0.6666666666666666
warung kopi,warung kopi sadam,0.6666666666666666
warung kopi,warung kopi sadam,0.6666666666666666
warung kopi,warung kopi sadam,0.6666666666666666
warung penyetan,warung penyetan echa,0.6666666666666666
bu sri warung,warung bu sri,1.0
warung bu sri,warung bu sri,1.0
warung penyetan,warung penyetan sederhana,0.6666666666666666
warung bu kris,warung bu kris,1.0
warung bu kris kayon,warung bu kris,0.75
warung sederhana,warung nasi sederhana,0.6666666666666666
warung kopi surabaya,warung kopi darat surabaya,0.75
warung kopi darat surabaya,warung kopi darat surabaya,1.0
warung kopi surabaya,warung kopi darat surabaya,0.75
warung kopi cak ri,warung kopi cak udin,0.6
warung kopi cak hoed,warung kopi cak udin,0.6
warung bu kris,warung bu kris kayon,0.75
warung kopi d d,warung kopi wali d jito,0.6
konoae warung a la cafe klampis ngasem,konoae warung a la cafe keputih,0.625
warung pecel,warung pecel,1.0
warung penyetan,warung penyetan,1.0
warung penyetan,warung penyetan,1.0
warung penyetan,warung penyetan,1.0
warung penyetan echa,warung penyetan,0.6666666666666666
warung penyetan sederhana,warung penyetan,0.6666666666666666
warung penyetan dd,warung penyetan,0.6666666666666666
warung penyetan 44,warung penyetan,0.6666666666666666
warung penyetan la,warung penyetan,0.6666666666666666
warung penyetan berkah,warung penyetan,0.6666666666666666
sumber rejeki warung,warung rejeki,0.6666666666666666
warung surabaya,warung surabaya,1.0
warung kopi barokah,warung barokah,0.6666666666666666
warung kopi barokah,warung barokah,0.6666666666666666
warung penyetan,warung penyetan,1.0
warung penyetan,warung penyetan,1.0
warung penyetan echa,warung penyetan,0.6666666666666666
warung penyetan sederhana,warung penyetan,0.6666666666666666
warung penyetan dd,warung penyetan,0.6666666666666666
warung penyetan 44,warung penyetan,0.6666666666666666
warung penyetan la,warung penyetan,0.6666666666666666
warung penyetan berkah,warung penyetan,0.6666666666666666
warung kopi ts20,warung kopi,0.6666666666666666
coffee warung kopi,warung kopi,0.6666666666666666
warung kopi barokah,warung kopi,0.6666666666666666
warung kopi al,warung kopi,0.6666666666666666
warung kopi,warung kopi,1.0
warung kopi,warung kopi,1.0
warung kopi,warung kopi,1.0
warung kopi,warung kopi,1.0
warung kopi suka kopi,warung kopi,0.6666666666666666
warung kopi asli,warung kopi,0.6666666666666666
warung kopi kopi,warung kopi,1.0
warung kopi,warung kopi,1.0
warung kopi surabaya,warung kopi,0.6666666666666666
warung kopi 45,warung kopi,0.6666666666666666
warung kopi suka suka,warung kopi,0.6666666666666666
warung kopi d d,warung kopi,0.6666666666666666
warung kopi madura,warung kopi,0.6666666666666666
warung kopi 2017,warung kopi,0.6666666666666666
warung kopi gresik,warung kopi,0.6666666666666666
warung kopi surabaya,warung kopi,0.6666666666666666
warung kopi 31,warung kopi,0.6666666666666666
warung kopi barokah,warung kopi,0.6666666666666666
warung kopi ijo,warung kopi,0.6666666666666666
warung kopi suka kopi,warung kopi,0.6666666666666666
warung kopi asli,warung kopi,0.6666666666666666
warung kopi 71,warung kopi,0.6666666666666666
warung kopi joko,warung kopi,0.6666666666666666
warung kopi sadam,warung kopi,0.6666666666666666
warung kopi ofiq,warung kopi,0.6666666666666666
warung kopi al,warung kopi,0.6666666666666666
warung kopi 66,warung kopi,0.6666666666666666
warung kopi kenyong,warung kopi,0.6666666666666666
warung kopi 2017,warung kopi,0.6666666666666666
warung kopi santuy,warung kopi,0.6666666666666666
warung kopi riffi,warung kopi,0.6666666666666666
warung kopi wares,warung kopi,0.6666666666666666
warung kopi pojok,warung kopi,0.6666666666666666
warung kopi 35,warung kopi,0.6666666666666666
warung kopi 45,warung kopi,0.6666666666666666
warung kopi akbar,warung kopi,0.6666666666666666
warung kopi d d,warung kopi,0.6666666666666666
warung kopi biasae,warung kopi,0.6666666666666666
warung kopi cs,warung kopi,0.6666666666666666
warung kopi ts20,warung kopi,0.6666666666666666
warung kopi sianida,warung kopi,0.6666666666666666
warung kopi adi,warung kopi,0.6666666666666666
warung kopi gresik,warung kopi,0.6666666666666666
warung kopi ndaru,warung kopi,0.6666666666666666
warung kopi kudumoro,warung kopi,0.6666666666666666
warung kopi 80,warung kopi,0.6666666666666666
warung kopi slow,warung kopi,0.6666666666666666
warung kopi papa,warung kopi,0.6666666666666666
warung kopi 21,warung kopi,0.6666666666666666
warung arek suroboyo bu fitri,warung bu fitri,0.6
warung kopi,warung kopi akbar,0.6666666666666666
warung kopi,warung kopi akbar,0.6666666666666666
warung kopi,warung kopi akbar,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 31,0.6666666666666666
warung kopi,warung kopi 35,0.6666666666666666
warung kopi,warung kopi 35,0.6666666666666666
warung kopi,warung kopi 35,0.6666666666666666
warung kopi,warung kopi 35,0.6666666666666666
warung kopi,warung kopi 35,0.6666666666666666
warung kopi,warung kopi suka kopi,0.6666666666666666
warung kopi,warung kopi suka kopi,0.6666666666666666
warung kopi,warung kopi suka kopi,0.6666666666666666
warung kopi,warung kopi suka kopi,0.6666666666666666
warung kopi,warung kopi suka kopi,0.6666666666666666
warung kopi,warung kopi 71,0.6666666666666666
warung kopi,warung kopi 71,0.6666666666666666
warung kopi,warung kopi 71,0.6666666666666666
restaurant padang sederhana,restaurant padang sederhana,1.0
warung kopi,warung kopi barokah,0.6666666666666666
warung kopi,warung kopi barokah,0.6666666666666666
warung kopi,warung kopi barokah,0.6666666666666666
warung kopi,warung kopi barokah,0.6666666666666666
warung kopi kopi,warung kopi barokah,0.6666666666666666
warung kopi,warung kopi barokah,0.6666666666666666
warung kopi ts20,warung kopi ts20,1.0
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi ts20,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi kudumoro,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi d d,warung kopi d d,1.0
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi d d,0.6666666666666666
warung kopi,warung kopi asli,0.6666666666666666
warung kopi,warung kopi asli,0.6666666666666666
warung kopi asli,warung kopi asli,1.0
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi seni,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung kopi,warung kopi hatono,0.6666666666666666
warung penyetan,warung penyetan berkah,0.6666666666666666
warung penyetan,warung penyetan berkah,0.6666666666666666
pesona coffee surabaya,surabaya coffee,0.6666666666666666
dna coffee surabaya,surabaya coffee,0.6666666666666666
pesona coffee surabaya,surabaya coffee,0.6666666666666666
gembong coffee surabaya,surabaya coffee,0.6666666666666666
mau coffee surabaya,surabaya coffee,0.6666666666666666
villos coffee surabaya,surabaya coffee,0.6666666666666666
kedai kopi surabaya kks,kedai kopi combie surabaya,0.6
kedai kopi kohvi surabaya,kedai kopi combie surabaya,0.6
kopi kenangan ruko mulyosari surabaya,kopi kenangan ruko manukan surabaya,0.6666666666666666
the localist coffee and bistro surabaya,the localist coffee and bistro surabaya,1.0
distributor resmi kopi kesehatan red koffiee surabaya,distributor resmi kopi kesehatan red koffiee surabaya,1.0
pavilion restaurant at jw marriott surabaya,tang palace chinese restaurant at jw marriott surabaya,0.5555555555555556
0,0 0,1.0
warung penyetan sederhana,warung sederhana,0.6666666666666666
warung suroboyo,warung suroboyo,1.0
warung suroboyo,warung suroboyo,1.0
coffee shops giras 5758,coffee shops giras 5758,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
kopi giras,kopi giras,1.0
cangkir coffee,cangkir coffee,1.0
coffee tgc,coffee tgc,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
cafe coffee goyang,cafe coffee,0.6666666666666666
pesona coffee surabaya,pesona coffee,0.6666666666666666
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
coffee black,black canyon coffee,0.6666666666666666
mau coffee surabaya lidah kulon,mau coffee surabaya,0.6
kedai kopi,kedai kopi,1.0
kedai kopi kulo,kedai kopi,0.6666666666666666
kedai kopi,kedai kopi,1.0
kedai kopi,kedai kopi,1.0
kedai kopi simple,kedai kopi,0.6666666666666666
kedai kopi,kedai kopi,1.0
kedai kopi 32,kedai kopi,0.6666666666666666
kedai kopi andi,kedai kopi,0.6666666666666666
kedai kopi simple,kedai kopi,0.6666666666666666
ton kedai kopi,kedai kopi,0.6666666666666666
kedai kopi sekarartha,kedai kopi,0.6666666666666666
kedai kopi simple,kedai kopi,0.6666666666666666
kedai ombe kopi,kedai kopi,0.6666666666666666
kedai kopi 32,kedai kopi,0.6666666666666666
kedai kopi andi,kedai kopi,0.6666666666666666
kedai kopi simple,kedai kopi,0.6666666666666666
kedai kopi kulo,kedai kopi,0.6666666666666666
ton kedai kopi,kedai kopi,0.6666666666666666
kedai kopi sekarartha,kedai kopi,0.6666666666666666
kedai ombe kopi,kedai kopi,0.6666666666666666
kedai kopi medan,kedai kopi,0.6666666666666666
kedai kopi,kedai kopi,1.0
kedai kopi,kedai kopi,1.0
kedai kopi,kedai kopi,1.0
kedai kopi,kedai kopi,1.0
kedai kopi andi,kedai kopi,0.6666666666666666
ton kedai kopi,kedai kopi,0.6666666666666666
kedai kopi sekarartha,kedai kopi,0.6666666666666666
kedai kopi,kedai kopi,1.0
kedai kopi,kedai kopi,1.0
kedai kopi simple,kedai kopi,0.6666666666666666
kedai ombe kopi,kedai kopi,0.6666666666666666
kedai kopi 32,kedai kopi,0.6666666666666666
kedai kopi andi,kedai kopi,0.6666666666666666
kedai kopi simple,kedai kopi,0.6666666666666666
ton kedai kopi,kedai kopi,0.6666666666666666
kedai kopi sekarartha,kedai kopi,0.6666666666666666
kedai ombe kopi,kedai kopi,0.6666666666666666
kedai kopi medan,kedai kopi,0.6666666666666666
kedai kopi narmada,kedai kopi,0.6666666666666666
kedai kopi soerabaja,kedai kopi,0.6666666666666666
enak kopi surabaya,kopi enak,0.6666666666666666
kopi soe ubaya,kopi soe,0.6666666666666666
kopi soe mulyosari,kopi soe,0.6666666666666666
kopi soe citraland,kopi soe,0.6666666666666666
kopi ss,kopi ss,1.0
kopi lain hati,kopi lain hati,1.0
kopi lain hati airlangga,kopi lain hati,0.75
kopi lain hati ketintang,kopi lain hati,0.75
kopi lain hati,kopi lain hati,1.0
kopi lain hati,kopi lain hati,1.0
kopi lain hati airlangga,kopi lain hati,0.75
kopi lain hati ketintang,kopi lain hati,0.75
kopi lain hati tunjungan surabaya,kopi lain hati,0.6
pukul satu kopi,pukul satu kopi,1.0
kedai kopi,ton kedai kopi,0.6666666666666666
serlok kopi,serlok kopi mulyosari,0.6666666666666666
kae kopi surabaya,kae kopi surabaya,1.0
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi kulo,0.6666666666666666
kedai kopi,kedai kopi kulo,0.6666666666666666
kedai kopi,kedai kopi kulo,0.6666666666666666
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai kopi,kedai kopi 32,0.6666666666666666
kedai kopi,kedai kopi 32,0.6666666666666666
kedai kopi combie surabaya,kedai kopi kohvi surabaya,0.6
kedai kopi surabaya kks,kedai kopi kohvi surabaya,0.6
kopi lain hati,kopi lain hati tunjungan surabaya,0.6
kopi lain hati,kopi lain hati tunjungan surabaya,0.6
kopi lain hati freshmarket citraland surabaya,kopi lain hati tunjungan surabaya,0.5714285714285714
ada apa dengan kopi aadk,ada apa dengan kopi aadk,1.0
sumo4d cafe,sumo4d cafe,1.0
urban 18 cafe,cafe 18,0.6666666666666666
warkop cinta,warkop cinta,1.0
kopi lain hati airlangga,kopi lain hati,0.75
kopi lain hati ketintang,kopi lain hati,0.75
diskuupi,diskuupi,1.0
kedai kopi,kedai kopi ori,0.6666666666666666
kedai kopi,kedai kopi ori,0.6666666666666666
kedai kopi,kedai kopi ori,0.6666666666666666
kedai kopi,kedai kopi ori,0.6666666666666666
kedai kopi,kedai kopi ori,0.6666666666666666
kopi joss merr surabaya,kopi wae merr surabaya,0.6
kopi sejati tpr surabaya,kopi sejati surabaya,0.75
kedai kopi,kedai kopi narmada,0.6666666666666666
kedai kopi,kedai kopi narmada,0.6666666666666666
kedai kopi,kedai kopi narmada,0.6666666666666666
kedai kopi,kedai kopi narmada,0.6666666666666666
kopi konnichiwa opak surabaya,kopi konnichiwa surabaya gwalk,0.6
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
barby s bakery,barby s bakery,1.0
barby s bakery,barby s bakery,1.0
barby s bakery cafe,barby s bakery,0.75
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
ilo bakery,ilo bakery,1.0
ilo bakery,ilo bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
holland bakery,holland bakery wiyung,0.6666666666666666
holland bakery,holland bakery wiyung,0.6666666666666666
holland bakery,holland bakery wiyung,0.6666666666666666
ilo bakery,ilo bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery wiyung,holland bakery,0.6666666666666666
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
ar rozzaq bakery,ar rozzaq bakery,1.0
glory bakery,glory bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery wiyung,holland bakery,0.6666666666666666
holland bakery kertajaya,holland bakery,0.6666666666666666
laritta bakery,laritta bakery,1.0
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery,holland bakery jemursari,0.6666666666666666
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery wiyung,holland bakery,0.6666666666666666
barby s bakery,barby s bakery,1.0
barby s bakery cafe,barby s bakery,0.75
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery wiyung,holland bakery,0.6666666666666666
holland bakery kertajaya,holland bakery,0.6666666666666666
holland bakery jemursari,holland bakery,0.6666666666666666
bakery rama,rama bakery,1.0
morin bakery,morin bakery,1.0
barby s bakery cafe,barby s bakery,0.75
bon ami bakery,bon ami bakery,1.0
bon ami,bon ami bakery,0.6666666666666666
bon ami,bon ami bakery,0.6666666666666666
suzana bakery,suzana bakery,1.0
nelly bakery,bakery nelly,1.0
surabaya coffee,surabaya coffee,1.0
pesona coffee surabaya,surabaya coffee,0.6666666666666666
dna coffee surabaya,surabaya coffee,0.6666666666666666
pesona coffee surabaya,surabaya coffee,0.6666666666666666
gembong coffee surabaya,surabaya coffee,0.6666666666666666
mau coffee surabaya,surabaya coffee,0.6666666666666666
villos coffee surabaya,surabaya coffee,0.6666666666666666
pesona coffee,pesona coffee surabaya,0.6666666666666666
pesona coffee surabaya,pesona coffee surabaya,1.0
bakery and cafe kenko,bakery and cafe kenko,1.0
eatorland cafe and resto,fishmonger resto and cafe,0.6
kedai kopi kohvi surabaya,kedai kopi kohvi surabaya,1.0
kedai kopi surabaya kks,kedai kopi kohvi surabaya,0.6
pak mail coffee shop,pak mail coffee shop,1.0
imari japanese restaurant at jw marriott surabaya,pavilion restaurant at jw marriott surabaya,0.625
coffee toffee,coffee toffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
point coffee,point coffee,1.0
blackbarn coffee,blackbarn coffee,1.0
philip s coffee,philip s coffee,1.0
kopi,kopi,1.0
kopi,kopi,1.0
kopi,kopi,1.0
kopi janji jiwa gwalk,kopi janji jiwa,0.75
kopi janji jiwa jilid 495,kopi janji jiwa,0.6
kopi janji jiwa basuki rachmat,kopi janji jiwa,0.6
omah kopi surabaya,omah kopi,0.6666666666666666
kedai kopi,kedai kopi andi,0.6666666666666666
kopi 27,kopi nongkrong 27,0.6666666666666666
my kopi o,my kopi o,1.0
kedai kopi,kedai kopi simple,0.6666666666666666
kedai kopi,kedai kopi simple,0.6666666666666666
kopi lain hati ketintang,kopi lain hati airlangga,0.6
kopi janji jiwa jilid 495,kopi janji jiwa jilid 639 wtc,0.5714285714285714
surabaya coffee,coffee surabaya,1.0
pesona coffee surabaya,coffee surabaya,0.6666666666666666
surabaya coffee,coffee surabaya,1.0
dna coffee surabaya,coffee surabaya,0.6666666666666666
pesona coffee surabaya,coffee surabaya,0.6666666666666666
gembong coffee surabaya,coffee surabaya,0.6666666666666666
mau coffee surabaya,coffee surabaya,0.6666666666666666
villos coffee surabaya,coffee surabaya,0.6666666666666666
kedai kopi,kedai kopi soerabaja,0.6666666666666666
kedai kopi,kedai kopi soerabaja,0.6666666666666666
kedai kopi,kedai kopi soerabaja,0.6666666666666666
kedai kopi,kedai kopi soerabaja,0.6666666666666666
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai ombe kopi,kedai ombe kopi,1.0
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai kopi,kedai ombe kopi,0.6666666666666666
kedai kopi,kedai kopi simple,0.6666666666666666
kedai kopi simple,kedai kopi simple,1.0
kedai kopi,kedai kopi simple,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi medan,kedai kopi medan,1.0
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi medan,0.6666666666666666
kedai kopi,kedai kopi sekarartha,0.6666666666666666
calibre coffee roasters,calibre coffee roasters,1.0
pukul satu kopi,pukul satu kopi,1.0
pukul satu kopi,pukul satu kopi,1.0
coffee at louis,coffee at louis,1.0
foresthree coffee kertajaya,foresthree coffee kertajaya,1.0
kopi soe,kopi soe kartini,0.6666666666666666
kota kopi suramadu,kota kopi,0.6666666666666666
cafe giras 57,giras 57,0.6666666666666666
kopi mantan 015 wartegnoya,kopi mantan 001 wartegnoya,0.6
mash all you can eat,mash all you can eat,0.6666666666666666
bon ami bakery,bon ami,0.6666666666666666
bon ami,bon ami,1.0
bon ami restaurant,bon ami,0.6666666666666666
bon ami restaurant,bon ami,0.6666666666666666
bon ami bakery,bon ami,0.6666666666666666
ayam bakar primarasa,ayam bakar primarasa,1.0
ayam bakar primarasa manyar kertoarjo,ayam bakar primarasa,0.6
ayam bakar primarasa,ayam bakar primarasa,1.0
ayam bakar primarasa,ayam bakar primarasa,1.0
ayam bakar primarasa manyar kertoarjo,ayam bakar primarasa,0.6
halim restaurant,halim restaurant,1.0
kapin restaurant,restaurant kapin,1.0
saga japanese restaurant,saga japanese restaurant,1.0
fast food restaurant,fast food restaurant,1.0
bima restaurant,bima restaurant,1.0
historica,historica,1.0
ka soh restaurant,ka soh restaurant,1.0
bon ami,bon ami restaurant,0.6666666666666666
bon ami restaurant,bon ami restaurant,1.0
ayam bakar primarasa manyar kertoarjo,ayam bakar primarasa,0.6
bon ami,bon ami restaurant,0.6666666666666666
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery,holland bakery,1.0
holland bakery sukomanunggal,holland bakery,0.6666666666666666
holland bakery citraland,holland bakery,0.6666666666666666
holland bakery wiyung,holland bakery,0.6666666666666666
holland bakery kertajaya,holland bakery,0.6666666666666666
komugi boulangerie,komugi boulangerie,1.0
bon ami bakery,bon ami,0.6666666666666666
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
laritta bakery,laritta bakery,1.0
barbys bakery,barbys bakery,1.0
bon ami bakery,bon ami bakery,1.0
bon ami bakery,bon ami bakery,1.0
bon ami,bon ami bakery,0.6666666666666666
amalia bakery cafe,amalia bakery cafe,1.0
holland bakery,holland bakery kertajaya,0.6666666666666666
holland bakery,holland bakery kertajaya,0.6666666666666666
holland bakery,holland bakery kertajaya,0.6666666666666666
holland bakery,holland bakery kertajaya,0.6666666666666666
holland bakery,holland bakery kertajaya,0.6666666666666666
de han s bakery,de mell s bakery,0.6
cafe,cafe,1.0
starbucks,starbucks,1.0
tempat nongkrong,tempat nongkrong,1.0
kudos cafe pakuwon square,kudos cafe pakuwon square,1.0
traditional coffe shop cinema 45,traditional coffe shop cinema 45,1.0
thirty three brew,thirty three brew tunjungan,0.75
